Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
41132,Text,2012-10-21,"The Bomb-Makers
Being Some Curious Records Concerning the Craft and Cunning of Theodore Drost, an Enemy Alien in London, Together with Certain Revelations Regarding His Daughter Ella",en,"Le Queux, William, 1864-1927","Short stories; Spy stories; Mystery fiction; Germans -- England -- Fiction; World War, 1914-1918 -- England -- London -- Fiction",PR,Browsing: Crime/Mystery; Browsing: History - Warfare; Browsing: Fiction
41133,Text,2012-10-21,Studies in the Art of Rat-catching,en,"Barkley, Henry C.",Rats -- Control; Rats; Ferret,SB,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming
41134,Text,2012-10-21,The White Rose of Memphis,en,"Falkner, William C. (Clark), 1825-1889",Memphis (Tenn.) -- Fiction,PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
41135,Text,2012-10-21,The Theory and Practice of Model Aeroplaning,en,"Johnson, V. E. (Valentine Edward)",Airplanes -- Models,TL,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General
41136,Text,2012-10-21,A Plucky Girl,en,"Meade, L. T., 1854-1914",Love stories; London (England) -- Juvenile fiction; Mothers and daughters -- Juvenile fiction; Boardinghouses -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
41137,Text,2012-10-21,Dead Man's Love,en,"Gallon, Tom, 1866-1914",England -- Fiction; Love stories; Mystery fiction; Escaped prisoners -- Fiction,PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
41138,Text,2012-10-21,"Notes and Queries, Vol. V, Number 127, April 3, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Journalism/Media/Writing
41139,Text,2012-10-22,The Drunkard,en,"Thorne, Guy, 1875-1923",Temperance -- Fiction; Alcoholics -- Great Britain -- Fiction; Alcoholism -- Great Britain -- Fiction,PR,Browsing: Drugs/Alcohol/Pharmacology; Browsing: Literature; Browsing: Fiction
41140,Text,2012-10-22,Bible Atlas: A Manual of Biblical Geography and History,en,"Hurlbut, Jesse Lyman, 1843-1930; Vincent, John Heyl, 1832-1920 [Author of introduction, etc.]",Bible -- History of Biblical events; Bible -- Geography; Bible -- Geography -- Maps,BS; G,Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal; Browsing: Travel & Geography
41141,Text,2012-10-22,The Children's Book of Birds,en,"Miller, Olive Thorne, 1831-1918",Birds -- United States -- Juvenile literature,QL,Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals
